Genesymbol,degree
GDPD3,322
GDPD4,901
GDPD5,345
GDPGP1,30
GEM,2075
GEMIN2,447
GEMIN4,232
GEMIN5,195
GEMIN6,244
GEMIN7,140
GEMIN8,226
GEN1,2119
GET4,714
GFAP,1505
GFER,608
GFI1,1352
GFI1B,1222
GFM1,1583
GFM2,1474
GFOD1,286
GFOD2,280
GFPT1,842
GFPT2,710
GFRA1,223
GFRA2,71
GFRA3,86
GFRA4,57
GFRAL,49
GFY,26
GGA1,525
GGA2,444
GGACT,43
GGCT,258
GGCX,103
GGH,306
GGN,793
GGPS1,682
GGT1,1814
GGT2,1598
GGT5,311
GGT6,270
GGT7,288
GGTLC1,206
GGTLC2,466
GH1,800
GH2,433
GHDC,170
GHITM,126
GHR,566
GHRH,964
GHRHR,258
GHRL,504
GHSR,346
GID4,105
GID8,171
GIF,802
GIGYF1,130
GIGYF2,891
GIMAP1,432
GIMAP2,387
GIMAP4,543
GIMAP5,178
GIMAP6,152
GIMAP7,315
GIMAP8,714
GIN1,162
GINM1,67
GINS1,573
GINS2,496
GINS3,318
GINS4,213
GIP,420
GIPC1,241
GIPC2,53
GIPC3,127
GIPR,253
GIT1,334
GIT2,889
GJA1,1047
GJA10,23
GJA3,155
GJA4,269
GJA9,70
GJB1,307
GJB2,417
GJB3,119
GJB4,87
GJB5,70
GJB6,529
GJC1,169
GJC2,132
GJC3,32
GJD2,129
GJD4,36
GJE1,34
GK,853
GK2,1103
GK5,675
GKAP1,731
GKN1,62
GKN2,222
GLA,288
GLB1,745
GLB1L,623
GLB1L2,115
GLB1L3,140
GLCCI1,42
GLCE,162
GLDC,695
GLDN,41
GLE1,284
GLG1,436
GLI1,2175
GLI2,1932
GLI3,2353
GLI4,1132
GLIPR1,147
GLIPR1L1,107
GLIPR1L2,841
GLIPR2,160
GLIS1,1169
GLIS2,1280
GLIS3,1207
GLMN,167
GLMP,56
GLO1,465
GLOD4,118
GLOD5,55
GLP1R,389
GLP2R,200
GLRA1,706
GLRA2,411
GLRA3,184
GLRA4,186
GLRB,141
GLRX,532
GLRX2,361
GLRX3,487
GLRX5,420
GLS,1234
GLS2,347
GLT1D1,266
GLT6D1,252
GLT8D1,22
GLT8D2,117
GLTP,63
GLTPD2,54
GLUD1,972
GLUD2,946
GLUL,1758
GLYAT,461
GLYATL1,184
GLYATL2,35
GLYATL3,51
GLYCTK,151
GLYR1,548
GM2A,109
GMCL1,95
GMDS,216
GMEB1,106
GMEB2,49
GMFB,278
GMFG,212
GMIP,157
GML,112
GMNC,19
GMNN,568
GMPPA,389
GMPPB,454
GMPR,804
GMPR2,795
GMPS,2548
GNA11,2052
GNA12,1511
GNA13,1569
GNA14,1412
GNA15,1983
GNAI1,1725
GNAI2,1777
GNAI3,2249
GNAL,693
GNAO1,1839
GNAQ,1767
GNAS,1013
GNAT1,1589
GNAT2,1560
GNAT3,1689
GNB1L,655
GNB2,1421
GNB3,1390
GNB4,1431
GNB5,595
GNE,1088
GNG10,579
GNG11,512
GNG12,530
GNG13,919
GNG2,605
GNG3,615
GNG4,539
GNG5,538
GNG7,856
GNG8,522
GNGT1,933
GNGT2,567
GNL1,726
GNL2,807
GNL3,1011
GNL3L,1012
GNLY,250
GNMT,144
GNPAT,224
GNPDA1,610
GNPDA2,432
GNPNAT1,493
GNPTAB,513
GNPTG,122
GNRH1,1264
GNRH2,249
GNRHR,597
GNS,415
GOLGA1,242
GOLGA2,442
GOLGA3,116
GOLGA4,514
GOLGA5,198
GOLGA6A,681
GOLGA6B,622
GOLGA6C,438
GOLGA6D,657
GOLGA6L2,581
GOLGA6L4,4
GOLGA7,122
GOLGA7B,49
GOLGA8A,23
GOLGA8F,604
GOLGA8G,55
GOLGA8H,5
GOLGA8J,10
GOLGA8K,17
GOLGA8M,18
GOLGA8N,6
GOLGA8O,5
GOLGA8Q,4
GOLGA8R,11
GOLGA8S,13
GOLGA8T,10
GOLGB1,415
GOLIM4,98
GOLM1,43
GOLPH3,1219
GOLPH3L,127
GOLT1A,104
GOLT1B,211
GON4L,730
GON7,31
GOPC,651
GORAB,79
GORASP1,310
GORASP2,254
GOSR1,356
GOSR2,404
GOT1,534
GOT1L1,1004
GOT2,1059
GP1BA,2173
GP1BB,2069
GP2,205
GP6,316
GP9,2161
GPA33,79
GPAA1,194
GPALPP1,51
GPAM,256
GPANK1,25
GPAT2,70
GPAT3,442
GPAT4,472
GPATCH1,420
GPATCH11,39
GPATCH2,101
GPATCH2L,61
GPATCH3,36
GPATCH4,26
GPATCH8,580
GPBAR1,219
GPBP1,515
GPBP1L1,209
GPC1,404
GPC2,185
GPC3,516
GPC4,254
GPC5,273
GPC6,192
GPCPD1,1238
GPD1,640
GPD1L,590
GPD2,1528
GPER1,410
GPHA2,96
GPHN,784
GPI,1432
GPKOW,282
GPLD1,101
GPM6A,173
GPM6B,136
GPN1,335
GPN2,104
GPN3,405
GPNMB,717
GPR1,90
GPR101,110
GPR107,80
GPR108,82
GPR119,145
GPR12,100
GPR132,360
GPR135,126
GPR137,90
GPR137B,37
GPR137C,42
GPR139,110
GPR141,22
GPR142,86
GPR143,174
GPR148,189
GPR149,1267
GPR15,169
GPR150,196
GPR151,116
GPR152,92
GPR153,87
GPR155,209
GPR156,401
GPR157,39
GPR158,171
GPR160,54
GPR161,287
GPR162,45
GPR17,365
GPR171,245
GPR173,123
GPR174,462
GPR176,467
GPR18,725
GPR180,837
GPR182,124
GPR183,244
GPR19,61
GPR20,164
GPR21,103
GPR22,85
GPR25,133
GPR26,148
GPR27,226
GPR3,131
GPR31,382
GPR32,135
GPR34,107
GPR35,64
GPR37,239
GPR37L1,181
GPR39,138
GPR4,208
GPR42,41
GPR45,188
GPR50,140
GPR52,676
GPR55,252
GPR6,141
GPR61,81
GPR62,200
GPR63,112
GPR65,647
GPR68,197
GPR75,76
GPR78,110
GPR82,119
GPR83,382
GPR84,216
GPR85,110
GPR87,55
GPR88,104
GPR89A,119
GPR89B,718
GPRASP1,143
GPRASP2,161
GPRC5A,40
GPRC5B,31
GPRC5C,35
GPRC5D,24
GPRC6A,256
GPRIN1,110
GPRIN2,82
GPRIN3,701
GPS2,86
GPSM1,370
GPSM2,388
GPSM3,116
GPT,770
GPT2,758
GPX1,884
GPX2,588
GPX3,722
GPX4,662
GPX5,652
GPX6,493
GPX7,550
GPX8,535
GRAMD1A,55
GRAMD1B,93
GRAMD1C,122
GRAMD2A,25
GRAMD2B,49
GRAMD4,39
GRAP,786
GRAP2,904
GRAPL,295
GRASP,277
GRB10,271
GRB14,111
GRB2,1677
GRB7,239
GREB1,72
GREB1L,35
GREM2,142
GRHL1,102
GRHL2,201
GRHL3,486
GRHPR,1058
GRIA1,707
GRIA2,521
GRIA4,311
GRID1,65
GRID2,157
GRID2IP,328
GRIK1,261
GRIK2,364
GRIK3,171
GRIK4,83
GRIK5,114
GRIN1,663
GRIN2A,787
GRIN2C,328
GRIN2D,390
GRIN3A,256
GRIN3B,233
GRINA,168
GRIP1,503
GRK1,458
GRK2,1172
GRK3,731
GRK4,721
GRK5,506
GRK6,388
GRK7,379
GRM1,555
GRM2,414
GRM3,564
GRM4,382
GRM5,650
GRM6,396
GRM7,409
GRM8,495
GRN,470
GRP,561
GRPEL1,1123
GRPEL2,939
GRPR,393
GRSF1,123
GRTP1,717
GRWD1,783
GRXCR1,61
GRXCR2,31
GSAP,564
GSC,604
GSC2,605
GSDMA,182
GSDMB,160
GSDMC,34
GSDMD,148
GSDME,61
GSE1,47
GSG1,716
GSG1L,70
GSG1L2,19
GSK3A,3203
GSK3B,4383
GSKIP,83
GSN,890
GSPT1,1010
GSPT2,902
GSR,1739
GSS,371
GSTA1,243
GSTA2,237
GSTA3,168
GSTA4,132
GSTA5,114
GSTCD,68
GSTK1,121
GSTM1,465
GSTM2,128
GSTM3,138
GSTM4,87
GSTM5,80
GSTO1,341
GSTO2,229
GSTP1,569
GSTT2B,813
GSTZ1,1419
GSX1,182
GSX2,187
GTDC1,270
GTF2A1,287
GTF2A1L,718
GTF2A2,456
GTF2B,1792
GTF2E1,391
GTF2E2,227
GTF2F1,579
GTF2F2,559
GTF2H1,659
GTF2H2,369
GTF2H2C,126
GTF2H3,305
GTF2H4,300
GTF2IRD1,232
GTF3A,1459
GTF3C1,222
GTF3C2,55
GTF3C3,354
GTF3C4,102
GTF3C5,124
GTF3C6,83
GTPBP1,408
GTPBP10,563
GTPBP2,380
GTPBP3,462
GTPBP4,1242
GTPBP6,293
GTPBP8,299
GTSE1,357
GTSF1,224
GTSF1L,705
GUCA1A,2178
GUCA1B,1730
GUCA1C,1685
GUCA2A,166
GUCA2B,61
GUCD1,43
GUCY1A1,1374
GUCY1A2,1318
GUCY1B1,1290
GUCY2C,1437
GUCY2D,1446
GUCY2F,1575
GUF1,628
GUK1,1505
GULP1,238
GUSB,567
GXYLT1,143
GXYLT2,62
GYG1,263
GYG2,180
GYPA,359
GYPB,102
GYPC,294
GYPE,99
GYS1,973
GYS2,979
GZF1,1160
GZMA,803
GZMB,1140
GZMH,354
GZMK,364
GZMM,515
H1F0,837
H1FNT,761
H1FOO,927
H1FX,209
H2AFB2,489
H2AFJ,776
H2AFV,1148
H2AFX,1661
H2AFY,884
H2AFY2,810
H2AFZ,1494
H2BFM,575
H2BFWT,620
H3F3A,1923
H3F3B,1923
H3F3C,1724
H6PD,1634
HAAO,563
HABP2,468
HABP4,147
HACD1,162
HACD2,223
HACD3,193
HACD4,283
HACE1,3393
HACL1,609
HADH,1605
HADHA,1431
HADHB,754
HAGH,360
HAGHL,227
HAL,716
HAMP,303
HAND1,143
HAND2,451
HAO1,667
HAO2,527
HAP1,234
HAPLN1,118
HAPLN2,114
HAPLN3,18
HAPLN4,56
HARBI1,51
HARS,1196
HARS2,1187
HAS1,1466
HAS2,816
HAS3,588
HASPIN,367
HAT1,955
HAUS1,333
HAUS2,207
HAUS3,226
HAUS4,162
HAUS5,118
HAUS6,370
HAUS8,225
HAVCR1,225
HAVCR2,324
HAX1,189
HBA1,1386
HBA2,600
HBB,1347
HBD,449
HBE1,740
HBEGF,788
HBG1,412
HBG2,334
HBM,279
HBP1,247
HBQ1,289
HBS1L,853
HBZ,463
HCAR2,261
HCAR3,241
HCCS,858
HCFC1,410
HCFC1R1,32
HCFC2,196
HCK,3200
HCLS1,283
HCN1,246
HCN2,213
HCN3,184
HCN4,362
HCRT,630
HCRTR1,289
HCRTR2,219
HCST,361
HDAC1,3052
HDAC10,1767
HDAC11,1627
HDAC2,2870
HDAC3,2627
HDAC4,2444
HDAC5,2095
HDAC6,2229
HDAC7,1890
HDAC8,2069
HDAC9,3031
HDC,588
HDDC2,95
HDDC3,407
HDGF,89
HDGFL3,20
HDHD2,123
HDHD3,155
HDHD5,181
HDLBP,262
HDX,241
HEATR1,589
HEATR3,63
HEATR4,46
HEATR5A,531
HEATR5B,485
HEATR6,178
HEBP1,225
HECA,860
HECTD1,1585
HECTD2,891
HECTD3,992
HECTD4,554
HECW1,810
HECW2,1028
HEG1,136
HELB,1150
HELLS,1748
HELQ,1133
HELT,353
HELZ,1559
HELZ2,2806
HEMGN,299
HEMK1,251
HENMT1,104
HEPACAM,121
HEPACAM2,78
HEPH,462
HEPHL1,309
HEPN1,38
HERC1,2773
HERC2,2163
HERC3,2477
HERC4,2939
HERC5,1883
HERC6,1832
HERPUD1,161
HERPUD2,41
HES1,324
HES2,75
HES3,83
HES4,170
HES5,436
HES6,187
HES7,77
HESX1,588
HEXA,542
HEXB,310
HEXDC,13
HEXIM1,166
HEXIM2,106
HEY1,479
HEY2,343
HEYL,180
HFE,586
HFM1,966
HGD,196
HGF,1419
HGFAC,462
HGH1,382
HGS,794
HGSNAT,59
HHAT,247
HHATL,115
HHEX,540
HHIP,207
HHIPL1,68
HHIPL2,50
HHLA1,86
HHLA2,58
HHLA3,9
HIBADH,251
HIBCH,687
HIC1,1334
HIC2,1146
HID1,185
HIF1A,1437
HIF1AN,304
HIF3A,185
HIGD1A,212
HIGD1B,34
HIGD1C,21
HIGD2A,142
HIGD2B,677
HIKESHI,209
HILPDA,35
HINFP,146
HINT1,1121
HINT2,333
HINT3,18
HIP1,552
HIP1R,667
HIPK1,1788
HIPK2,1687
HIPK3,1917
HIPK4,2048
HIRA,655
HIRIP3,114
HIST1H1A,362
HIST1H1B,312
HIST1H1C,296
HIST1H1D,217
HIST1H1E,251
HIST1H1T,300
HIST1H2AA,959
HIST1H2AC,866
HIST1H2AD,799
HIST1H2AE,523
HIST1H2AG,526
HIST1H2AH,567
HIST1H2AI,540
HIST1H2AJ,800
HIST1H2AM,526
HIST1H2BA,930
HIST1H2BC,603
HIST1H2BD,891
HIST1H2BF,581
HIST1H2BI,589
HIST1H2BJ,919
HIST1H2BK,857
HIST1H2BL,858
HIST1H2BN,904
HIST1H3D,1748
HIST1H3H,1742
HIST1H3J,1847
HIST1H4B,2482
HIST1H4C,2514
HIST1H4F,1585
HIST1H4J,2478
HIST2H2AA3,572
HIST2H2AB,616
HIST2H2AC,1389
HIST2H2BE,1796
HIST2H2BF,609
HIST2H3A,1994
HIST2H3C,1754
HIST2H3D,1850
HIST3H2A,633
HIST3H3,1909
HIST4H4,2507
HIVEP1,1796
HIVEP2,1508
HJURP,292
HJV,153
HK2,985
HK3,809
HKDC1,632
HKR1,1156
HLA-A,866
HLA-B,739
HLA-C,661
HLA-DMA,268
HLA-DMB,196
HLA-DOA,118
HLA-DOB,243
HLA-DPA1,245
HLA-DPB1,391
HLA-DQA1,360
HLA-DQA2,380
HLA-DQB1,471
HLA-DQB2,399
HLA-DRA,433
HLA-DRB1,744
HLA-DRB5,417
HLA-E,378
HLA-F,275
HLA-G,578
HLCS,314
HLF,99
HLTF,1428
HLX,193
HM13,155
HMBOX1,357
HMBS,764
HMCES,56
HMCN1,156
HMCN2,278
HMG20A,1053
HMG20B,1026
HMGA1,325
HMGA2,838
HMGB1,1730
HMGB2,1502
HMGB3,1026
HMGB4,1671
HMGCL,633
HMGCLL1,575
HMGCR,895
HMGCS1,412
HMGCS2,479
HMGN1,268
HMGN2,83
HMGN3,28
HMGN5,137
HMGXB3,38
HMGXB4,96
HMHB1,40
HMMR,525
HMOX1,1100
HMOX2,832
HMSD,202
HMX1,232
HMX2,83
HMX3,130
HNF1A,756
HNF4A,1637
HNF4G,117
HNMT,367
HNRNPA0,242
HNRNPA1,1868
HNRNPA2B1,1741
HNRNPA3,1345
HNRNPAB,1389
HNRNPCL1,1146
HNRNPD,1674
HNRNPDL,185
HNRNPF,507
HNRNPH1,625
HNRNPH2,481
HNRNPH3,427
HNRNPK,728
HNRNPL,467
HNRNPLL,90
HNRNPM,1511
HNRNPR,462
HNRNPU,744
HNRNPUL1,422
HNRNPUL2,65
HOGA1,521
HOMER1,244
HOMER2,127
HOMER3,131
HOMEZ,49
HOOK1,117
HOOK2,117
HOOK3,635
HOPX,1406
HORMAD1,741
HORMAD2,832
HOXA1,176
HOXA10,358
HOXA11,216
HOXA13,202
HOXA2,321
HOXA3,269
HOXA4,198
HOXA5,431
HOXA6,101
HOXA7,345
HOXA9,520
HOXB1,353
HOXB13,139
HOXB2,230
HOXB3,258
HOXB4,485
HOXB5,268
HOXB6,255
HOXB7,223
HOXB8,223
HOXB9,202
HOXC10,116
HOXC11,122
HOXC12,122
HOXC13,194
HOXC4,176
HOXC5,135
HOXC6,143
HOXC8,286
HOXC9,156
HOXD1,178
HOXD10,218
HOXD11,256
HOXD12,181
HOXD13,515
HOXD3,180
HOXD4,189
HOXD8,129
HOXD9,180
HP,844
HP1BP3,645
HPCA,1836
HPCAL1,1675
HPCAL4,1769
HPD,290
HPDL,149
HPF1,266
HPGD,733
HPGDS,2595
HPN,331
HPR,887
HPRT1,2026
HPS1,221
HPS3,176
HPS4,58
HPS5,92
HPS6,78
HPSE,605
HPSE2,113
HPX,507
HR,142
HRAS,5588
HRASLS,676
HRASLS2,40
HRASLS5,994
HRC,497
HRCT1,31
HRG,268
HRH1,299
HRH2,296
HRH3,327
HRH4,288
HRK,118
HRNR,52
HS1BP3,34
HS2ST1,87
HS3ST1,93
HS3ST2,134
HS3ST3A1,102
HS3ST3B1,108
HS3ST4,96
HS3ST5,107
HS6ST1,143
HS6ST2,140
HS6ST3,101
HSBP1,47
HSCB,303
HSD11B1,964
HSD11B1L,610
HSD11B2,454
HSD17B1,752
HSD17B10,416
HSD17B11,626
HSD17B12,458
HSD17B13,726
HSD17B14,716
HSD17B2,173
HSD17B3,294
HSD17B4,553
HSD17B6,2447
HSD17B7,231
HSD17B8,804
HSD3B1,731
HSD3B2,632
HSD3B7,540
HSDL1,185
HSDL2,768
HSF1,1294
HSF2,1187
HSF2BP,684
HSF5,1227
HSFX1,1094
HSFY1,1797
HSFY2,1781
HSP90AA1,3795
HSP90AB1,2382
HSP90B1,1831
HSPA12A,2377
HSPA12B,2362
HSPA13,2407
HSPA14,2500
HSPA1A,3060
HSPA1B,2443
HSPA1L,2580
HSPA2,2661
HSPA4,4209
HSPA4L,2547
HSPA5,3478
HSPA6,2566
HSPA8,3593
HSPA9,3276
HSPB1,945
HSPB11,149
HSPB2,51
HSPB2-C11orf52,591
HSPB3,920
HSPB6,131
HSPB7,160
HSPB8,174
HSPBAP1,756
HSPBP1,205
HSPD1,2445
HSPE1,1552
HSPG2,806
HSPH1,2438
HTATIP2,281
HTATSF1,262
HTN1,45
HTN3,384
HTR1A,577
HTR1B,420
HTR1E,271
HTR1F,319
HTR2A,641
HTR2B,302
HTR2C,409
HTR3A,256
HTR3B,74
HTR3C,56
HTR3D,70
HTR3E,79
HTR4,327
HTR5A,402
HTR6,275
HTR7,822
HTRA1,1150
HTRA2,1904
HTRA3,859
HTRA4,887
HTT,1345
HUNK,2662
HUS1,754
HUS1B,173
HUWE1,1753
HVCN1,109
HYAL1,104
HYAL2,126
HYAL3,35
HYAL4,82
HYDIN,163
HYI,123
HYKK,66
HYLS1,114
HYPK,132
HYPM,706
IAH1,38
IAPP,414
IARS,1841
IBA57,192
IBSP,486
IBTK,371
ICA1,151
ICA1L,124
ICAM1,1717
ICAM2,363
ICAM3,350
ICAM4,62
ICAM5,124
ICE1,287
ICE2,180
ICK,1417
ICMT,163
ICOS,160
ICOSLG,414
ID1,502
ID2,652
ID3,333
ID4,180
IDE,1523
IDH1,1354
IDH2,1039
IDH3A,850
IDH3B,832
IDH3G,828
IDI1,230
IDI2,195
IDNK,81
IDO1,827
IDO2,68
IDS,492
IDUA,321
IER2,66
IER3,137
IER3IP1,259
IER5,51
IER5L,13
IFFO1,26
IFFO2,1015
IFI16,205
IFI27L1,51
IFI27L2,6
IFI30,288
IFI35,242
IFI44,177
IFI44L,165
IFI6,135
IFIH1,903
IFIT1,2243
IFIT1B,2000
IFIT2,2174
IFIT3,2171
IFIT5,1963
IFITM1,285
IFITM10,28
IFITM2,114
IFITM3,158
IFITM5,70
IFNA1,725
IFNA10,104
IFNA13,281
IFNA14,101
IFNA16,86
IFNA17,915
IFNA2,891
IFNA21,108
IFNA4,150
IFNA6,197
IFNA7,105
IFNA8,112
IFNAR1,583
IFNAR2,218
IFNB1,1333
IFNE,84
IFNG,2363
IFNGR1,442
IFNGR2,225
IFNK,438
IFNL1,252
IFNL2,169
IFNL3,211
IFNLR1,167
IFNW1,70
IFRD1,139
IFT122,867
IFT140,223
IFT172,267
IFT20,206
IFT22,194
IFT27,196
IFT43,425
IFT46,239
IFT52,278
IFT57,380
IFT74,251
IFT80,750
IFT81,180
IFT88,567
IGBP1,903
IGDCC3,411
IGDCC4,141
IGF1,2631
IGF1R,3653
IGF2,1365
IGF2BP1,451
IGF2BP2,259
IGF2BP3,514
IGF2R,1100
IGFALS,2187
IGFBP1,888
IGFBP2,460
IGFBP3,854
IGFBP4,244
IGFBP5,417
IGFBP6,146
IGFBP7,318
IGFBPL1,47
IGFL1,33
IGFL2,5
IGFL3,21
IGFL4,6
IGFLR1,98
IGFN1,193
IGHMBP2,704
IGIP,6
IGKV3D-7,82
IGLL1,577
IGLL5,522
IGLON5,58
IGSF1,120
IGSF10,342
IGSF11,538
IGSF21,14
IGSF22,116
IGSF23,17
IGSF3,35
IGSF5,85
IGSF6,428
IGSF8,103
IGSF9,93
IGSF9B,286
IHH,1195
IK,929
IKBIP,33
IKBKB,1471
IKZF1,2270
IKZF2,1143
IKZF3,1407
IKZF4,1121
IKZF5,1256
IL10,2177
IL10RA,589
IL10RB,298
IL11,566
IL11RA,84
IL12A,380
IL12B,669
IL12RB1,394
IL12RB2,250
IL13,1834
IL13RA1,234
IL13RA2,131
IL15,880
IL15RA,167
IL16,463
IL17A,1110
IL17B,66
IL17C,103
IL17D,154
IL17F,382
IL17RA,351
IL17RB,115
IL17RC,112
IL17RD,115
IL17REL,116
IL18,1071
IL18BP,194
IL18R1,236
IL18RAP,287
IL19,227
IL1A,917
IL1B,2066
IL1F10,95
IL1R2,223
IL1RAP,283
IL1RAPL1,275
IL1RAPL2,84
IL1RL1,229
IL1RL2,81
IL1RN,537
IL2,2458
IL20,55
IL20RA,91
IL20RB,161
IL21,227
IL21R,308
IL22,261
IL22RA1,171
IL22RA2,115
IL23A,795
IL23R,472
IL24,184
IL25,92
IL26,178
IL27,133
IL27RA,178
IL2RA,892
IL2RB,560
IL2RG,554
IL3,1222
IL31,109
IL31RA,271
IL32,168
IL33,342
IL34,62
IL36A,99
IL36B,73
IL36G,75
IL36RN,103
IL37,316
IL3RA,459
IL4,2135
IL4I1,756
IL4R,621
IL5,1112
IL5RA,220
IL6,3483
IL6R,747
IL6ST,300
IL7,901
IL7R,1164
IL9,529
IL9R,211
ILDR1,53
ILDR2,28
ILF2,603
ILF3,441
ILK,2437
ILKAP,1788
ILVBL,580
IMMP1L,732
IMMP2L,714
IMMT,669
IMP3,1102
IMP4,773
IMPA1,606
IMPA2,310
IMPACT,619
IMPAD1,137
IMPDH1,1163
IMPDH2,2383
IMPG1,52
IMPG2,137
INA,348
INAFM1,24
INAVA,113
INCENP,560
INF2,398
ING1,369
ING2,414
ING3,466
ING4,329
ING5,285
INHA,218
INHBA,342
INHBB,282
INHBC,286
INHBE,1064
INIP,37
INKA1,17
INKA2,35
INMT,130
INMT-MINDY4,17
INO80,1616
INO80B,76
INO80C,62
INO80D,655
INO80E,173
INPP1,68
INPP4A,665
INPP4B,94
INPP5A,111
INPP5B,574
INPP5D,1041
INPP5E,487
INPP5F,220
INPP5J,406
INPP5K,380
INPPL1,627
INS,5006
INS-IGF2,312
INSC,45
INSIG1,402
INSIG2,309
INSL3,569
INSL4,99
INSL5,237
INSL6,350
INSM1,98
INSM2,147
INSR,4029
INSRR,3160
INTS1,252
INTS10,193
INTS11,559
INTS12,255
INTS13,410
INTS14,129
INTS2,143
INTS3,206
INTS4,184
INTS5,109
INTS6,750
INTS6L,215
INTS7,120
INTS8,378
INTS9,275
INTU,618
INVS,2523
IP6K1,78
IP6K2,161
IP6K3,47
IPCEF1,52
IPMK,156
IPO11,227
IPO13,210
IPO4,386
IPO5,722
IPO7,733
IPO8,1270
IPO9,283
IPP,294
IPPK,75
IQCA1,1195
IQCB1,1234
IQCC,33
IQCD,717
IQCE,108
IQCF1,616
IQCF2,603
IQCF3,591
IQCF5,685
IQCF6,560
IQCG,61
IQCH,67
IQCJ,32
IQCJ-SCHIP1,65
IQCK,49
IQCN,50
IQGAP1,1445
IQGAP2,1024
IQGAP3,468
IQSEC1,392
IQSEC2,385
IQUB,801
IRAK1,3099
IRAK1BP1,48
IRAK2,2733
IRAK3,2867
IRAK4,3452
IREB2,1068
IRF1,1300
IRF2,518
IRF2BP1,30
IRF2BP2,140
IRF2BPL,54
IRF3,776
IRF4,629
IRF5,508
IRF6,958
IRF7,657
IRF8,637
IRF9,374
IRGC,794
IRGM,277
IRGQ,50
IRS1,1236
IRS2,779
IRS4,293
IRX1,266
IRX2,206
IRX3,301
IRX4,202
IRX5,198
IRX6,287
ISCA1,265
ISCA2,312
ISCU,391
ISG15,2686
ISG20,1134
ISG20L2,884
ISL1,995
ISL2,454
ISLR,2182
ISLR2,2016
ISM1,381
ISM2,41
ISOC1,175
ISOC2,75
ISPD,275
IST1,261
ISX,356
ISY1,394
ISY1-RAB43,367
ISYNA1,417
ITCH,2075
ITFG1,83
ITFG2,58
ITGA1,370
ITGA10,139
ITGA11,127
ITGA2,2579
ITGA2B,925
ITGA3,267
ITGA4,1016
ITGA5,546
ITGA6,464
ITGA7,209
ITGA8,194
ITGA9,242
ITGAD,85
ITGAE,496
ITGAL,852
ITGAM,1398
ITGAV,595
ITGAX,1132
ITGB1,1184
ITGB1BP1,84
ITGB1BP2,161
ITGB2,961
ITGB3BP,330
ITGB4,472
ITGB5,430
ITGB6,401
ITGB7,534
ITGB8,305
ITGBL1,213
ITIH1,348
ITIH2,376
ITIH3,463
ITIH4,932
ITIH6,174
ITK,3448
ITLN1,405
ITLN2,45
ITM2A,26
ITM2B,344
ITM2C,163
ITPA,723
ITPK1,88
ITPKA,143
ITPKB,155
ITPKC,128
ITPR1,948
ITPR2,991
ITPR3,698
ITPRIP,43
ITPRIPL1,106
ITPRIPL2,3
ITSN1,821
ITSN2,1568
IVD,242
IVL,606
IVNS1ABP,211
IWS1,300
IYD,270
IZUMO1,602
IZUMO1R,31
IZUMO2,33
IZUMO3,637
IZUMO4,381
JADE1,295
JADE2,325
JAG1,1222
JAG2,801
JAGN1,72
JAK1,3865
JAK2,4273
JAK3,3115
JAKMIP1,58
JAKMIP2,45
JAKMIP3,107
JAM2,160
JAM3,224
JAML,582
JARID2,198
JAZF1,303
JCAD,42
JCHAIN,196
JDP2,339
JHY,497
JKAMP,42
JMJD1C,611
JMJD4,60
JMJD6,398
JMJD7,68
JMJD7-PLA2G4B,177
JMJD8,66
JMY,96
JOSD1,80
JPH1,247
JPH2,232
JPH3,406
JPH4,210
JPT1,39
JPT2,27
JRKL,98
JSRP1,51
JTB,50
JUN,4159
JUNB,731
JUND,1026
JUP,1302
KAAG1,22
KALRN,873
KANK1,1890
KANK3,1873
KANK4,1851
KANSL1,415
KANSL1L,92
KANSL2,54
KANSL3,184
KARS,1139
KAT2A,1909
KAT2B,2852
KAT5,1859
KAT6A,2284
KAT6B,1242
KAT7,1256
KAT8,1646
KATNA1,238
KATNAL1,163
KATNAL2,205
KATNB1,198
KATNBL1,79
KAZALD1,11
KAZN,131
KBTBD11,47
KBTBD12,80
KBTBD13,309
KBTBD2,809
KBTBD3,70
KBTBD4,53
KBTBD6,298
KBTBD7,366
KBTBD8,399
KCMF1,116
KCNA1,731
KCNA10,681
KCNA2,670
KCNA3,798
KCNA4,552
KCNA5,582
KCNA6,449
KCNA7,383
KCNAB1,386
KCNAB2,395
KCNAB3,354
KCNB1,621
KCNB2,408
KCNC1,653
KCNC2,582
KCNC3,476
KCNC4,452
KCND1,413
KCND2,599
KCND3,525
KCNE1,761
KCNE2,215
KCNE3,213
KCNE4,112
KCNE5,106
KCNF1,543
KCNG1,458
KCNG2,411
KCNG3,400
KCNG4,447
KCNH1,497
KCNH2,581
KCNH3,208
KCNH4,181
KCNH5,211
KCNH6,208
KCNH7,420
KCNH8,175
KCNIP1,1697
KCNIP2,1710
KCNIP3,1733
KCNIP4,1809
KCNJ1,321
KCNJ10,327
KCNJ11,635
KCNJ12,172
KCNJ13,95
KCNJ14,93
KCNJ15,218
KCNJ16,140
KCNJ2,475
KCNJ3,267
KCNJ4,195
KCNJ5,298
KCNJ8,171
KCNJ9,247
KCNK1,445
KCNK10,421
KCNK12,118
KCNK13,124
KCNK15,72
KCNK16,416
KCNK17,394
KCNK18,431
KCNK2,502
KCNK3,279
KCNK4,490
KCNK5,403
KCNK6,406
KCNK7,381
KCNK9,187
KCNMA1,885
KCNMB1,205
KCNMB2,66
KCNMB3,85
